filepath,label,video,frame,split
Flakings/1.MOV_20201221091849_5225.JPEG,flaking,1.MOV,5225,train
Flakings/1.MOV_20201221091849_5226.JPEG,flaking,1.MOV,5226,train
Flakings/1.MOV_20201221091849_5227.JPEG,flaking,1.MOV,5227,train
Flakings/1.MOV_20201221091849_5228.JPEG,flaking,1.MOV,5228,train
Flakings/1.MOV_20201221091849_5229.JPEG,flaking,1.MOV,5229,train
Flakings/1.MOV_20201221091849_5230.JPEG,flaking,1.MOV,5230,train
Flakings/1.MOV_20201221091849_5231.JPEG,flaking,1.MOV,5231,train
Flakings/1.MOV_20201221091849_5232.JPEG,flaking,1.MOV,5232,train
Flakings/1.MOV_20201221091849_5233.JPEG,flaking,1.MOV,5233,train
Flakings/1.MOV_20201221091849_5234.JPEG,flaking,1.MOV,5234,train
Flakings/1.MOV_20201221091849_5235.JPEG,flaking,1.MOV,5235,train
Flakings/1.MOV_20201221091849_5236.JPEG,flaking,1.MOV,5236,train
Flakings/1.MOV_20201221091849_5237.JPEG,flaking,1.MOV,5237,train
Flakings/1.MOV_20201221091849_5238.JPEG,flaking,1.MOV,5238,train
Flakings/1.MOV_20201221091849_5239.JPEG,flaking,1.MOV,5239,train
Flakings/1.MOV_20201221091849_5240.JPEG,flaking,1.MOV,5240,train
Flakings/1.MOV_20201221091849_5241.JPEG,flaking,1.MOV,5241,train
Flakings/1.MOV_20201221091849_5242.JPEG,flaking,1.MOV,5242,train
Flakings/1.MOV_20201221091849_5243.JPEG,flaking,1.MOV,5243,train
Flakings/1.MOV_20201221091849_5244.JPEG,flaking,1.MOV,5244,train
Flakings/1.MOV_20201221091849_5245.JPEG,flaking,1.MOV,5245,train
Flakings/1.MOV_20201221091849_5246.JPEG,flaking,1.MOV,5246,train
Flakings/1.MOV_20201221091849_5247.JPEG,flaking,1.MOV,5247,train
Flakings/1.MOV_20201221091849_5248.JPEG,flaking,1.MOV,5248,train
Flakings/1.MOV_20201221091849_5249.JPEG,flaking,1.MOV,5249,train
Flakings/1.MOV_20201221091849_5250.JPEG,flaking,1.MOV,5250,train
Flakings/1.MOV_20201221091849_5251.JPEG,flaking,1.MOV,5251,train
Flakings/1.MOV_20201221091849_5252.JPEG,flaking,1.MOV,5252,train
Flakings/1.MOV_20201221091849_5253.JPEG,flaking,1.MOV,5253,train
Flakings/1.MOV_20201221091849_5254.JPEG,flaking,1.MOV,5254,train
Flakings/1.MOV_20201221091849_5255.JPEG,flaking,1.MOV,5255,train
Flakings/1.MOV_20201221091849_5256.JPEG,flaking,1.MOV,5256,train
Flakings/1.MOV_20201221091849_5257.JPEG,flaking,1.MOV,5257,train
Flakings/1.MOV_20201221091849_5258.JPEG,flaking,1.MOV,5258,train
Flakings/1.MOV_20201221091849_5259.JPEG,flaking,1.MOV,5259,train
Flakings/1.MOV_20201221091849_5260.JPEG,flaking,1.MOV,5260,train
Flakings/1.MOV_20201221091849_5261.JPEG,flaking,1.MOV,5261,train
Flakings/1.MOV_20201221091849_5262.JPEG,flaking,1.MOV,5262,train
Flakings/1.MOV_20201221091849_5263.JPEG,flaking,1.MOV,5263,train
Flakings/1.MOV_20201221091849_5264.JPEG,flaking,1.MOV,5264,train
Flakings/1.MOV_20201221091849_5265.JPEG,flaking,1.MOV,5265,train
Flakings/1.MOV_20201221091849_5266.JPEG,flaking,1.MOV,5266,train
Flakings/1.MOV_20201221091849_5267.JPEG,flaking,1.MOV,5267,train
Flakings/1.MOV_20201221091849_5268.JPEG,flaking,1.MOV,5268,train
Flakings/1.MOV_20201221091849_5269.JPEG,flaking,1.MOV,5269,train
Flakings/1.MOV_20201221091849_5270.JPEG,flaking,1.MOV,5270,train
Flakings/1.MOV_20201221091849_5271.JPEG,flaking,1.MOV,5271,train
Flakings/1.MOV_20201221091849_5272.JPEG,flaking,1.MOV,5272,train
Flakings/1.MOV_20201221091849_5273.JPEG,flaking,1.MOV,5273,train
Flakings/1.MOV_20201221091849_5274.JPEG,flaking,1.MOV,5274,train
Flakings/1.MOV_20201221091849_5275.JPEG,flaking,1.MOV,5275,train
Flakings/1.MOV_20201221091849_5276.JPEG,flaking,1.MOV,5276,train
Flakings/1.MOV_20201221091849_5277.JPEG,flaking,1.MOV,5277,train
Flakings/1.MOV_20201221091849_5278.JPEG,flaking,1.MOV,5278,train
Flakings/1.MOV_20201221091849_5279.JPEG,flaking,1.MOV,5279,train
Flakings/1.MOV_20201221091849_5280.JPEG,flaking,1.MOV,5280,train
Flakings/1.MOV_20201221091849_5281.JPEG,flaking,1.MOV,5281,train
Flakings/1.MOV_20201221091849_5282.JPEG,flaking,1.MOV,5282,train
Flakings/1.MOV_20201221091849_5283.JPEG,flaking,1.MOV,5283,train
Flakings/1.MOV_20201221091849_5284.JPEG,flaking,1.MOV,5284,train
Flakings/1.MOV_20201221091849_5285.JPEG,flaking,1.MOV,5285,train
Flakings/1.MOV_20201221091849_5286.JPEG,flaking,1.MOV,5286,train
Flakings/1.MOV_20201221091849_5287.JPEG,flaking,1.MOV,5287,train
Flakings/1.MOV_20201221091849_5288.JPEG,flaking,1.MOV,5288,train
Flakings/1.MOV_20201221091849_5289.JPEG,flaking,1.MOV,5289,train
Flakings/1.MOV_20201221091849_5290.JPEG,flaking,1.MOV,5290,train
Flakings/1.MOV_20201221091849_5291.JPEG,flaking,1.MOV,5291,train
Flakings/1.MOV_20201221091849_5292.JPEG,flaking,1.MOV,5292,train
Flakings/1.MOV_20201221091849_5293.JPEG,flaking,1.MOV,5293,train
Flakings/1.MOV_20201221091849_5294.JPEG,flaking,1.MOV,5294,train
Flakings/1.MOV_20201221091849_5295.JPEG,flaking,1.MOV,5295,train
Flakings/1.MOV_20201221091849_5296.JPEG,flaking,1.MOV,5296,train
Flakings/1.MOV_20201221091849_5297.JPEG,flaking,1.MOV,5297,train
Flakings/1.MOV_20201221091849_5298.JPEG,flaking,1.MOV,5298,train
Flakings/1.MOV_20201221091849_5299.JPEG,flaking,1.MOV,5299,train
Flakings/1.MOV_20201221091849_5300.JPEG,flaking,1.MOV,5300,train
Flakings/1.MOV_20201221091849_5301.JPEG,flaking,1.MOV,5301,train
Flakings/1.MOV_20201221091849_5302.JPEG,flaking,1.MOV,5302,train
Flakings/1.MOV_20201221091849_5303.JPEG,flaking,1.MOV,5303,train
Flakings/1.MOV_20201221091849_5304.JPEG,flaking,1.MOV,5304,train
Flakings/1.MOV_20201221091849_5305.JPEG,flaking,1.MOV,5305,train
Flakings/1.MOV_20201221091849_5306.JPEG,flaking,1.MOV,5306,train
Flakings/1.MOV_20201221091849_5307.JPEG,flaking,1.MOV,5307,train
Flakings/1.MOV_20201221091849_5308.JPEG,flaking,1.MOV,5308,train
Flakings/1.MOV_20201221091849_5309.JPEG,flaking,1.MOV,5309,train
Flakings/1.MOV_20201221091849_5310.JPEG,flaking,1.MOV,5310,train
Flakings/1.MOV_20201221091849_5311.JPEG,flaking,1.MOV,5311,train
Flakings/1.MOV_20201221091849_5398.JPEG,flaking,1.MOV,5398,train
Flakings/1.MOV_20201221091849_5399.JPEG,flaking,1.MOV,5399,train
Flakings/1.MOV_20201221091849_5400.JPEG,flaking,1.MOV,5400,train
Flakings/1.MOV_20201221091849_5401.JPEG,flaking,1.MOV,5401,train
Flakings/1.MOV_20201221091849_5402.JPEG,flaking,1.MOV,5402,train
Flakings/1.MOV_20201221091849_5403.JPEG,flaking,1.MOV,5403,train
Flakings/1.MOV_20201221091849_5404.JPEG,flaking,1.MOV,5404,train
Flakings/1.MOV_20201221091849_5405.JPEG,flaking,1.MOV,5405,train
Flakings/1.MOV_20201221091849_5406.JPEG,flaking,1.MOV,5406,train
Flakings/1.MOV_20201221091849_5407.JPEG,flaking,1.MOV,5407,train
Flakings/1.MOV_20201221091849_5408.JPEG,flaking,1.MOV,5408,train
Flakings/1.MOV_20201221091849_5409.JPEG,flaking,1.MOV,5409,train
Flakings/1.MOV_20201221091849_5410.JPEG,flaking,1.MOV,5410,train
Flakings/1.MOV_20201221091849_5411.JPEG,flaking,1.MOV,5411,train
Flakings/1.MOV_20201221091849_5412.JPEG,flaking,1.MOV,5412,train
Flakings/1.MOV_20201221091849_5413.JPEG,flaking,1.MOV,5413,train
Flakings/1.MOV_20201221091849_5414.JPEG,flaking,1.MOV,5414,train
Flakings/1.MOV_20201221091849_5415.JPEG,flaking,1.MOV,5415,train
Flakings/1.MOV_20201221091849_5416.JPEG,flaking,1.MOV,5416,train
Flakings/1.MOV_20201221091849_5417.JPEG,flaking,1.MOV,5417,train
Flakings/1.MOV_20201221091849_5418.JPEG,flaking,1.MOV,5418,train
Flakings/1.MOV_20201221091849_5419.JPEG,flaking,1.MOV,5419,train
Flakings/1.MOV_20201221091849_5420.JPEG,flaking,1.MOV,5420,train
Flakings/1.MOV_20201221091849_5421.JPEG,flaking,1.MOV,5421,train
Flakings/1.MOV_20201221091849_5422.JPEG,flaking,1.MOV,5422,train
Flakings/1.MOV_20201221091849_5423.JPEG,flaking,1.MOV,5423,train
Flakings/1.MOV_20201221091849_5424.JPEG,flaking,1.MOV,5424,train
Flakings/1.MOV_20201221091849_5425.JPEG,flaking,1.MOV,5425,train
Flakings/1.MOV_20201221091849_5426.JPEG,flaking,1.MOV,5426,train
Flakings/1.MOV_20201221091849_5427.JPEG,flaking,1.MOV,5427,train
Flakings/1.MOV_20201221091849_5428.JPEG,flaking,1.MOV,5428,train
Flakings/1.MOV_20201221091849_5429.JPEG,flaking,1.MOV,5429,train
Flakings/1.MOV_20201221091849_5430.JPEG,flaking,1.MOV,5430,train
Flakings/1.MOV_20201221091849_5431.JPEG,flaking,1.MOV,5431,train
Flakings/1.MOV_20201221091849_5432.JPEG,flaking,1.MOV,5432,train
Flakings/1.MOV_20201221091849_5433.JPEG,flaking,1.MOV,5433,train
Flakings/1.MOV_20201221091849_5434.JPEG,flaking,1.MOV,5434,train
Flakings/1.MOV_20201221091849_5435.JPEG,flaking,1.MOV,5435,train
Flakings/1.MOV_20201221091849_5436.JPEG,flaking,1.MOV,5436,train
Flakings/1.MOV_20201221091849_5437.JPEG,flaking,1.MOV,5437,train
Flakings/1.MOV_20201221091849_5438.JPEG,flaking,1.MOV,5438,train
Flakings/1.MOV_20201221091849_5439.JPEG,flaking,1.MOV,5439,train
Flakings/1.MOV_20201221091849_5440.JPEG,flaking,1.MOV,5440,train
Flakings/1.MOV_20201221091849_5441.JPEG,flaking,1.MOV,5441,train
Flakings/1.MOV_20201221091849_5442.JPEG,flaking,1.MOV,5442,train
Flakings/1.MOV_20201221091849_5443.JPEG,flaking,1.MOV,5443,train
Flakings/1.MOV_20201221091849_5444.JPEG,flaking,1.MOV,5444,train
Flakings/1.MOV_20201221091849_5445.JPEG,flaking,1.MOV,5445,train
Flakings/1.MOV_20201221091849_5446.JPEG,flaking,1.MOV,5446,train
Flakings/1.MOV_20201221091849_5447.JPEG,flaking,1.MOV,5447,train
Flakings/1.MOV_20201221091849_5448.JPEG,flaking,1.MOV,5448,train
Flakings/1.MOV_20201221091849_5449.JPEG,flaking,1.MOV,5449,train
Flakings/1.MOV_20201221091849_5450.JPEG,flaking,1.MOV,5450,train
Flakings/1.MOV_20201221091849_5451.JPEG,flaking,1.MOV,5451,train
Flakings/1.MOV_20201221091849_5452.JPEG,flaking,1.MOV,5452,train
Flakings/1.MOV_20201221091849_5453.JPEG,flaking,1.MOV,5453,train
Flakings/1.MOV_20201221091849_5454.JPEG,flaking,1.MOV,5454,train
Flakings/1.MOV_20201221091849_5455.JPEG,flaking,1.MOV,5455,train
Flakings/1.MOV_20201221091849_5456.JPEG,flaking,1.MOV,5456,train
Flakings/1.MOV_20201221091849_5457.JPEG,flaking,1.MOV,5457,train
Flakings/1.MOV_20201221091849_5458.JPEG,flaking,1.MOV,5458,train
Flakings/1.MOV_20201221091849_5459.JPEG,flaking,1.MOV,5459,train
Flakings/1.MOV_20201221091849_5460.JPEG,flaking,1.MOV,5460,train
Flakings/1.MOV_20201221091849_5461.JPEG,flaking,1.MOV,5461,train
Flakings/1.MOV_20201221091849_5462.JPEG,flaking,1.MOV,5462,train
Flakings/1.MOV_20201221091849_5463.JPEG,flaking,1.MOV,5463,train
Flakings/1.MOV_20201221091849_5464.JPEG,flaking,1.MOV,5464,train
Flakings/1.MOV_20201221091849_5465.JPEG,flaking,1.MOV,5465,train
Flakings/1.MOV_20201221091849_5466.JPEG,flaking,1.MOV,5466,train
Flakings/1.MOV_20201221091849_5467.JPEG,flaking,1.MOV,5467,train
Flakings/1.MOV_20201221091849_5468.JPEG,flaking,1.MOV,5468,train
Flakings/1.MOV_20201221091849_5469.JPEG,flaking,1.MOV,5469,train
Flakings/1.MOV_20201221091849_5470.JPEG,flaking,1.MOV,5470,train
Flakings/1.MOV_20201221091849_5471.JPEG,flaking,1.MOV,5471,train
Flakings/1.MOV_20201221091849_5472.JPEG,flaking,1.MOV,5472,train
Flakings/1.MOV_20201221091849_5473.JPEG,flaking,1.MOV,5473,train
Flakings/1.MOV_20201221091849_5474.JPEG,flaking,1.MOV,5474,train
Flakings/1.MOV_20201221091849_5475.JPEG,flaking,1.MOV,5475,train
Flakings/1.MOV_20201221091849_5476.JPEG,flaking,1.MOV,5476,train
Flakings/1.MOV_20201221091849_5477.JPEG,flaking,1.MOV,5477,train
Flakings/1.MOV_20201221091849_5478.JPEG,flaking,1.MOV,5478,train
Flakings/1.MOV_20201221091849_5479.JPEG,flaking,1.MOV,5479,train
Flakings/1.MOV_20201221091849_5480.JPEG,flaking,1.MOV,5480,train
Flakings/1.MOV_20201221091849_5481.JPEG,flaking,1.MOV,5481,train
Flakings/1.MOV_20201221091849_5482.JPEG,flaking,1.MOV,5482,train
Flakings/1.MOV_20201221091849_5483.JPEG,flaking,1.MOV,5483,train
Flakings/1.MOV_20201221091849_5484.JPEG,flaking,1.MOV,5484,train
Flakings/1.MOV_20201221091849_5485.JPEG,flaking,1.MOV,5485,train
Flakings/1.MOV_20201221091849_5486.JPEG,flaking,1.MOV,5486,train
Flakings/1.MOV_20201221091849_5487.JPEG,flaking,1.MOV,5487,train
Flakings/1.MOV_20201221091849_5488.JPEG,flaking,1.MOV,5488,train
Flakings/1.MOV_20201221091849_5489.JPEG,flaking,1.MOV,5489,train
Flakings/1.MOV_20201221091849_5490.JPEG,flaking,1.MOV,5490,train
Flakings/1.MOV_20201221091849_5491.JPEG,flaking,1.MOV,5491,train
Flakings/1.MOV_20201221091849_5492.JPEG,flaking,1.MOV,5492,train
Flakings/1.MOV_20201221091849_5493.JPEG,flaking,1.MOV,5493,train
Flakings/1.MOV_20201221091849_5494.JPEG,flaking,1.MOV,5494,train
Flakings/1.MOV_20201221091849_5495.JPEG,flaking,1.MOV,5495,train
Flakings/1.MOV_20201221091849_5496.JPEG,flaking,1.MOV,5496,train
Flakings/1.MOV_20201221091849_5497.JPEG,flaking,1.MOV,5497,train
Flakings/1.MOV_20201221091849_5498.JPEG,flaking,1.MOV,5498,train
Flakings/1.MOV_20201221091849_5499.JPEG,flaking,1.MOV,5499,train
Flakings/1.MOV_20201221091849_5500.JPEG,flaking,1.MOV,5500,train
Flakings/1.MOV_20201221091849_5501.JPEG,flaking,1.MOV,5501,train
Flakings/1.MOV_20201221091849_5510.JPEG,flaking,1.MOV,5510,train
Flakings/1.MOV_20201221091849_5511.JPEG,flaking,1.MOV,5511,train
Flakings/1.MOV_20201221091849_5512.JPEG,flaking,1.MOV,5512,train
Flakings/1.MOV_20201221091849_5513.JPEG,flaking,1.MOV,5513,train
Flakings/1.MOV_20201221091849_5514.JPEG,flaking,1.MOV,5514,train
Flakings/1.MOV_20201221091849_5515.JPEG,flaking,1.MOV,5515,train
Flakings/1.MOV_20201221091849_5516.JPEG,flaking,1.MOV,5516,train
Flakings/1.MOV_20201221091849_5517.JPEG,flaking,1.MOV,5517,train
Flakings/1.MOV_20201221091849_5518.JPEG,flaking,1.MOV,5518,train
Flakings/1.MOV_20201221091849_5519.JPEG,flaking,1.MOV,5519,train
Flakings/1.MOV_20201221091849_5520.JPEG,flaking,1.MOV,5520,train
Flakings/1.MOV_20201221091849_5521.JPEG,flaking,1.MOV,5521,train
Flakings/1.MOV_20201221091849_5522.JPEG,flaking,1.MOV,5522,train
Flakings/1.MOV_20201221091849_5523.JPEG,flaking,1.MOV,5523,train
Flakings/1.MOV_20201221091849_5524.JPEG,flaking,1.MOV,5524,train
Flakings/1.MOV_20201221091849_5525.JPEG,flaking,1.MOV,5525,train
Flakings/1.MOV_20201221091849_5526.JPEG,flaking,1.MOV,5526,train
Flakings/1.MOV_20201221091849_5527.JPEG,flaking,1.MOV,5527,train
Flakings/1.MOV_20201221091849_5528.JPEG,flaking,1.MOV,5528,train
Flakings/1.MOV_20201221091849_5529.JPEG,flaking,1.MOV,5529,train
Flakings/1.MOV_20201221091849_5530.JPEG,flaking,1.MOV,5530,train
Flakings/1.MOV_20201221091849_5531.JPEG,flaking,1.MOV,5531,train
Flakings/1.MOV_20201221091849_5532.JPEG,flaking,1.MOV,5532,train
Flakings/1.MOV_20201221091849_5533.JPEG,flaking,1.MOV,5533,train
Flakings/1.MOV_20201221091849_5534.JPEG,flaking,1.MOV,5534,train
Flakings/1.MOV_20201221091849_5535.JPEG,flaking,1.MOV,5535,train
Flakings/1.MOV_20201221091849_5536.JPEG,flaking,1.MOV,5536,train
Flakings/1.MOV_20201221091849_5537.JPEG,flaking,1.MOV,5537,train
Flakings/1.MOV_20201221091849_5538.JPEG,flaking,1.MOV,5538,train
Flakings/1.MOV_20201221091849_5539.JPEG,flaking,1.MOV,5539,train
Flakings/1.MOV_20201221091849_5540.JPEG,flaking,1.MOV,5540,train
Flakings/1.MOV_20201221091849_5541.JPEG,flaking,1.MOV,5541,train
Flakings/1.MOV_20201221091849_5542.JPEG,flaking,1.MOV,5542,train
Flakings/1.MOV_20201221091849_5543.JPEG,flaking,1.MOV,5543,train
Flakings/1.MOV_20201221091849_5544.JPEG,flaking,1.MOV,5544,train
Flakings/1.MOV_20201221091849_5545.JPEG,flaking,1.MOV,5545,train
Flakings/1.MOV_20201221091849_5546.JPEG,flaking,1.MOV,5546,train
Flakings/1.MOV_20201221091849_5547.JPEG,flaking,1.MOV,5547,train
Flakings/1.MOV_20201221091849_5548.JPEG,flaking,1.MOV,5548,train
Flakings/1.MOV_20201221091849_5549.JPEG,flaking,1.MOV,5549,train
Flakings/1.MOV_20201221091849_5550.JPEG,flaking,1.MOV,5550,train
Flakings/1.MOV_20201221091849_5551.JPEG,flaking,1.MOV,5551,train
Flakings/1.MOV_20201221091849_5552.JPEG,flaking,1.MOV,5552,train
Flakings/1.MOV_20201221091849_5553.JPEG,flaking,1.MOV,5553,train
Flakings/1.MOV_20201221091849_5554.JPEG,flaking,1.MOV,5554,train
Flakings/1.MOV_20201221091849_5555.JPEG,flaking,1.MOV,5555,train
Flakings/1.MOV_20201221091849_5556.JPEG,flaking,1.MOV,5556,train
Flakings/1.MOV_20201221091849_5557.JPEG,flaking,1.MOV,5557,train
Flakings/1.MOV_20201221091849_5558.JPEG,flaking,1.MOV,5558,train
Flakings/1.MOV_20201221091849_5559.JPEG,flaking,1.MOV,5559,train
Flakings/1.MOV_20201221091849_5560.JPEG,flaking,1.MOV,5560,train
Flakings/1.MOV_20201221091849_5561.JPEG,flaking,1.MOV,5561,train
Flakings/1.MOV_20201221091849_5562.JPEG,flaking,1.MOV,5562,train
Flakings/1.MOV_20201221091849_5563.JPEG,flaking,1.MOV,5563,train
Flakings/1.MOV_20201221091849_5564.JPEG,flaking,1.MOV,5564,train
Flakings/1.MOV_20201221091849_5565.JPEG,flaking,1.MOV,5565,train
Flakings/1.MOV_20201221091849_5566.JPEG,flaking,1.MOV,5566,train
Flakings/1.MOV_20201221091849_5567.JPEG,flaking,1.MOV,5567,train
Flakings/1.MOV_20201221091849_5568.JPEG,flaking,1.MOV,5568,train
Flakings/1.MOV_20201221091849_5569.JPEG,flaking,1.MOV,5569,train
Flakings/1.MOV_20201221091849_5570.JPEG,flaking,1.MOV,5570,train
Flakings/1.MOV_20201221091849_5571.JPEG,flaking,1.MOV,5571,train
Flakings/1.MOV_20201221091849_5572.JPEG,flaking,1.MOV,5572,train
Flakings/1.MOV_20201221091849_5573.JPEG,flaking,1.MOV,5573,train
Flakings/1.MOV_20201221091849_5574.JPEG,flaking,1.MOV,5574,train
Flakings/1.MOV_20201221091849_5575.JPEG,flaking,1.MOV,5575,train
Flakings/1.MOV_20201221091849_5576.JPEG,flaking,1.MOV,5576,train
Flakings/1.MOV_20201221091849_5577.JPEG,flaking,1.MOV,5577,train
Flakings/1.MOV_20201221091849_5578.JPEG,flaking,1.MOV,5578,train
Flakings/1.MOV_20201221091849_5579.JPEG,flaking,1.MOV,5579,train
Flakings/1.MOV_20201221091849_5580.JPEG,flaking,1.MOV,5580,train
Flakings/1.MOV_20201221091849_5581.JPEG,flaking,1.MOV,5581,train
Flakings/1.MOV_20201221091849_5582.JPEG,flaking,1.MOV,5582,train
Flakings/1.MOV_20201221091849_5583.JPEG,flaking,1.MOV,5583,train
Flakings/1.MOV_20201221091849_5584.JPEG,flaking,1.MOV,5584,train
Flakings/1.MOV_20201221091849_5585.JPEG,flaking,1.MOV,5585,train
Flakings/1.MOV_20201221091849_5586.JPEG,flaking,1.MOV,5586,train
Flakings/1.MOV_20201221091849_5587.JPEG,flaking,1.MOV,5587,train
Flakings/1.MOV_20201221091849_5588.JPEG,flaking,1.MOV,5588,train
Flakings/1.MOV_20201221091849_5589.JPEG,flaking,1.MOV,5589,train
Flakings/1.MOV_20201221091849_5590.JPEG,flaking,1.MOV,5590,train
Flakings/1.MOV_20201221091849_5591.JPEG,flaking,1.MOV,5591,train
Flakings/1.MOV_20201221091849_5592.JPEG,flaking,1.MOV,5592,train
Flakings/1.MOV_20201221091849_5593.JPEG,flaking,1.MOV,5593,train
Flakings/1.MOV_20201221091849_5602.JPEG,flaking,1.MOV,5602,train
Flakings/1.MOV_20201221091849_5603.JPEG,flaking,1.MOV,5603,train
Flakings/1.MOV_20201221091849_5604.JPEG,flaking,1.MOV,5604,train
Flakings/1.MOV_20201221091849_5605.JPEG,flaking,1.MOV,5605,train
Flakings/1.MOV_20201221091849_5606.JPEG,flaking,1.MOV,5606,train
Flakings/1.MOV_20201221091849_5607.JPEG,flaking,1.MOV,5607,train
Flakings/1.MOV_20201221091849_5608.JPEG,flaking,1.MOV,5608,train
Flakings/1.MOV_20201221091849_5609.JPEG,flaking,1.MOV,5609,train
Flakings/1.MOV_20201221091849_5610.JPEG,flaking,1.MOV,5610,train
Flakings/1.MOV_20201221091849_5617.JPEG,flaking,1.MOV,5617,test
Flakings/1.MOV_20201221091849_5625.JPEG,flaking,1.MOV,5625,train
Flakings/1.MOV_20201221091849_5626.JPEG,flaking,1.MOV,5626,train
Flakings/1.MOV_20201221091849_5627.JPEG,flaking,1.MOV,5627,train
Flakings/1.MOV_20201221091849_5768.JPEG,flaking,1.MOV,5768,train
Flakings/1.MOV_20201221091849_5769.JPEG,flaking,1.MOV,5769,train
Flakings/1.MOV_20201221091849_5770.JPEG,flaking,1.MOV,5770,train
Flakings/1.MOV_20201221091849_5771.JPEG,flaking,1.MOV,5771,train
Flakings/1.MOV_20201221091849_5772.JPEG,flaking,1.MOV,5772,train
Flakings/1.MOV_20201221091849_5773.JPEG,flaking,1.MOV,5773,train
Flakings/1.MOV_20201221091849_5774.JPEG,flaking,1.MOV,5774,train
